generic_name,brand_name,baseline_price,system_id
IRBESARTAN,TARO-IRBESARTAN,0.65,02406810
FONDAPARINUX SODIUM,FONDAPARINUX SODIUM INJECTION,0.65,02406853
TITANIUM DIOXIDE + OCTINOXATE,MARCELLE/CC/CREAM/CRÈME COMPLETE CORRECTION/CORRECTION COMPLÈTE/SPF 35 FPS,0.65,02406926
ZOPICLONE,JAMP-ZOPICLONE TABLETS,0.65,02406969
OCTISALATE + HOMOSALATE + AVOBENZONE + OCTOCRYLENE,RODAN+FIELDS ESSENTIALS LIP SHIELD,0.65,02407051
GLYCOLIC ACID,PINE-SOL MULTI-SURFACE CLEANER-DISINFECTANT,0.65,02407140
OXYBENZONE + OCTINOXATE + AVOBENZONE + HOMOSALATE + OCTISALATE,ESSENTIAL-C DAY MOISTURE BROAD SPECTRUM SPF 30 PA+++,0.65,02407205
ATORVASTATIN (ATORVASTATIN CALCIUM),AURO-ATORVASTATIN,0.65,02407256
ENZALUTAMIDE,XTANDI,0.65,02407329
ESCITALOPRAM (ESCITALOPRAM OXALATE),MINT-ESCITALOPRAM,0.65,02407418
NITROGLYCERIN,MYLAN-NITRO PATCH 0.2,0.65,02407442
NITROGLYCERIN,MYLAN-NITRO PATCH 0.4,0.65,02407450
NITROGLYCERIN,MYLAN-NITRO PATCH 0.6,0.65,02407469
NITROGLYCERIN,MYLAN-NITRO PATCH 0.8,0.65,02407477
TELMISARTAN,ACH-TELMISARTAN,0.65,02407485
TETRABENAZINE,APO-TETRABENAZINE,0.65,02407590
QUETIAPINE (QUETIAPINE FUMARATE),SANDOZ QUETIAPINE XRT,0.65,02407671
VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),JAMP VANCOMYCIN,0.65,02407744
TYLOSIN TARTRATE + ESTRADIOL + TRENBOLONE ACETATE,COMPONENT TE-200 IMPLANTS WITH TYLAN,0.65,02407760
EXEMESTANE,MED-EXEMESTANE,0.65,02407841
FENTANYL (FENTANYL CITRATE),FENTORA,0.65,02408007
VALSARTAN + HYDROCHLOROTHIAZIDE,AURO-VALSARTAN HCT,0.65,02408112
HYDROCHLOROTHIAZIDE + VALSARTAN,AURO-VALSARTAN HCT,0.65,02408139
DUTASTERIDE,TEVA-DUTASTERIDE,0.65,02408287
SODIUM PHOSPHATE MONOBASIC + CALCIUM D-PANTOTHENATE + SODIUM CHLORIDE + DEXTROSE ANHYDROUS + POTASSIUM CHLORIDE + SODIUM ACETATE ANHYDROUS + POTASSIUM PHOSPHATE DIBASIC (DIPOTASSIUM PHOSPHATE) + GLYCINE,AVL ELECTROLYTE POWDER HE,0.65,02408309
BACITRACIN (BACITRACIN METHYLENE DISALICYLATE),BACITRACIN MD,0.65,02408317
DIDECYL DIMETHYL AMMONIUM CHLORIDE,SPECTRECO,0.65,02408333
CHLORHEXIDINE GLUCONATE,SOLUPREP AQ SPONGE,0.65,02408430
CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),CLINDAMYCIN IV INFUSION,0.65,02408511
PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE),MYLAN-PANTOPRAZOLE T,0.65,02408570
DONEPEZIL HYDROCHLORIDE,MINT-DONEPEZIL,0.65,02408600
MONTELUKAST (MONTELUKAST SODIUM),MINT-MONTELUKAST,0.65,02408627
QUINAPRIL (QUINAPRIL HYDROCHLORIDE) + HYDROCHLOROTHIAZIDE,APO-QUINAPRIL/HCTZ,0.65,02408767
CISATRACURIUM (CISATRACURIUM BESYLATE),CISATRACURIUM BESYLATE INJECTION USP MULTIDOSE,0.65,02408813
VILANTEROL (VILANTEROL TRIFENATATE) + FLUTICASONE FUROATE,BREO ELLIPTA,0.65,02408872
GABAPENTIN,MINT-GABAPENTIN,0.65,02408880
CLOPIDOGREL (CLOPIDOGREL BISULFATE),MINT-CLOPIDOGREL,0.65,02408910
CITALOPRAM (CITALOPRAM HYDROBROMIDE),NATCO-CITALOPRAM,0.65,02409003
TRANEXAMIC ACID,GD-TRANEXAMIC ACID,0.65,02409097
GUANFACINE (GUANFACINE HYDROCHLORIDE),INTUNIV XR,0.65,02409100
DIPHENHYDRAMINE HYDROCHLORIDE,EXTRA STRENGTH DORMEX CAPSULES,0.65,02409224
DIPHENHYDRAMINE HYDROCHLORIDE,EXTRA STRENGTH DORMEX CAPLETS,0.65,02409259
VISMODEGIB,ERIVEDGE,0.65,02409267
DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE INJECTION,0.65,02409275
TIGECYCLINE,TIGECYCLINE,0.65,02409356
BENZETHONIUM CHLORIDE + ISOPROPYL ALCOHOL,GAMACIDE3,0.65,02409380
TADALAFIL,PMS-TADALAFIL,0.65,02409410
ACETAMINOPHEN + PHENYLEPHRINE HYDROCHLORIDE + GUAIFENESIN + DEXTROMETHORPHAN HYDROBROMIDE,VICKS DAYQUIL COMPLETE COLD & FLU LIQUID,0.65,02409534
DOXYLAMINE SUCCINATE + PHENYLEPHRINE HYDROCHLORIDE + DEXTROMETHORPHAN HYDROBROMIDE + ACETAMINOPHEN,VICKS NYQUIL COMPLETE COLD & FLU,0.65,02409542
DABRAFENIB (DABRAFENIB MESYLATE),TAFINLAR,0.65,02409607
TRAMETINIB,MEKINIST,0.65,02409623
ACLIDINIUM BROMIDE,TUDORZA GENUAIR,0.65,02409720
MAGNESIUM HYDROXIDE + DRIED ALUMINUM HYDROXIDE GEL + SIMETHICONE,GELUSIL ANTACID AND ANTI-GAS,0.65,02409836
OXYBENZONE + OCTISALATE + OCTOCRYLENE + HOMOSALATE + AVOBENZONE,LA MER THE SPF 50 UV PROTECTING FLUID,0.65,02409976
IDARUBICIN HYDROCHLORIDE,IDARUBICIN,0.65,02410028
TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID + OCTOCRYLENE + AVOBENZONE + DROMETRIZOLE TRISILOXANE + HOMOSALATE + OCTISALATE,FPS 30 SOIN COMPLET,0.65,02410044
TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID + HOMOSALATE + OCTISALATE + OCTOCRYLENE + AVOBENZONE + DROMETRIZOLE TRISILOXANE,FPS 60 SOIN COMPLET,0.65,02410060
OLANZAPINE,MINT-OLANZAPINE,0.65,02410141
ETHINYL ESTRADIOL + DESOGESTREL,MIRVALA 21,0.65,02410249
DESOGESTREL + ETHINYL ESTRADIOL,MIRVALA 28,0.65,02410257
NORETHINDRONE,MOVISSE,0.65,02410303
DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN,0.65,02410397
HYDROGEN PEROXIDE + BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,BOOST 3200,0.65,02410591
HYPOCHLOROUS ACID,ENVIRONIZE ANOLYTE,0.65,02410605
BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,GRASSROOTS DISINFECTANT,0.65,02410613
TADALAFIL,MYLAN-TADALAFIL,0.65,02410621
IODINE (POLYOXYPROPYLENE-POLYOXYETHYLENE BLOCK COPOLYMER-IODINE COMPLEX),DYNE-O-MIGHT,0.65,02410699
RIFAXIMIN,ZAXINE,0.65,02410702
COAGULATION FACTOR X (HUMAN) + COAGULATION FACTOR II (HUMAN) + COAGULATION FACTOR IX (HUMAN) + PROTEIN S + PROTEIN C + COAGULATION FACTOR VII (HUMAN),BERIPLEX P/N 1000,0.65,02410826
LORAZEPAM,LORAZEPAM SUBLINGUAL,0.65,02410745
ETHINYL ESTRADIOL + DROSPIRENONE,ZAMINE 21,0.65,02410788
ETHINYL ESTRADIOL + DROSPIRENONE,ZAMINE 28,0.65,02410796
TROLAMINE SALICYLATE,PAIN RELIEF RUB TRIETHANOLAMINE SALICYLATE CREAM,0.65,02410907
HOMOSALATE + OCTOCRYLENE + MERADIMATE + ZINC OXIDE + OCTINOXATE,CERAVE,0.65,02410923
GABAPENTIN,GLN-GABAPENTIN,0.65,02410990
BENZOYL PEROXIDE,PROACTIV+ PORE TARGETING SOLUTION,0.65,02411245
ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE) + AMLODIPINE (AMLODIPINE BESYLATE),APO-AMLODIPINE-ATORVASTATIN,0.65,02411253
AMLODIPINE (AMLODIPINE BESYLATE) + ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),APO-AMLODIPINE-ATORVASTATIN,0.65,02411288
ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),ATORVASTATIN-10,0.65,02411350
ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),ATORVASTATIN-20,0.65,02411369
ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),ATORVASTATIN-40,0.65,02411377
ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),ATORVASTATIN-80,0.65,02411385
NEPAFENAC,ILEVRO,0.65,02411393
RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE),RISEDRONATE,0.65,02411407
METHIMAZOLE,FELIMAZOLE 1.25 MG,0.65,02411512
MIRTAZAPINE,AURO-MIRTAZAPINE,0.65,02411695
BENZALKONIUM CHLORIDE,HERTEL BIODÉGRADABLE NETTOYANT DÉSINFECTANT MULTI SURFACE DISINFECTANT CLEANER,0.65,02411792
HYDROGEN PEROXIDE + BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,BOOST 3200 CIP,0.65,02411806
BENZALKONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,DIVOSAN G-5 DISINFECTANT SANITIZER,0.65,02411822
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,NOROQUAT,0.65,02411830
SINECATECHINS,VEREGEN,0.65,02411849
OMEPRAZOLE,OMEPRAZOLE-20,0.65,02411857
PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),MAR-PAROXETINE,0.65,02411954
BENZOYL PEROXIDE,BENZOYL PEROXIDE ACNE TREATMENT 5%,0.65,02412012
SILDENAFIL (SILDENAFIL CITRATE),PMS-SILDENAFIL R,0.65,02412179
TOLTERODINE TARTRATE,TEVA-TOLTERODINE LA,0.65,02412195
PERGOLIDE (PERGOLIDE MESYLATE),PRASCEND,0.65,02412217
LACTULOSE,LACTULOSE,0.65,02412268
HYDROGEN PEROXIDE,PEROXIDE MULTI SURFACE DISINFECTANT AND CLEANER,0.65,02412314
TRASTUZUMAB EMTANSINE,KADCYLA,0.65,02412365
PYRANTEL (PYRANTEL PAMOATE),JAMP-PYRANTEL PAMOATE SUSPENSION,0.65,02412470
CELECOXIB,MINT-CELECOXIB,0.65,02412497
GALSULFASE,NAGLAZYME,0.65,02412683
RIOCIGUAT,ADEMPAS,0.65,02412764
FLUDEOXYGLUCOSE 18F,FLUDEOXYGLUCOSE (18F) INJECTION,0.65,02412837
DONEPEZIL HYDROCHLORIDE,BIO-DONEPEZIL,0.65,02412853
ROSUVASTATIN (ROSUVASTATIN CALCIUM),MAR-ROSUVASTATIN,0.65,02413051
TOLTERODINE TARTRATE,SANDOZ TOLTERODINE LA,0.65,02413140
TRAVOPROST,SANDOZ TRAVOPROST,0.65,02413167
PYRIDOXINE HYDROCHLORIDE + DOXYLAMINE SUCCINATE,APO-DOXYLAMINE/B6,0.65,02413248
PASIREOTIDE (PASIREOTIDE DIASPARTATE),SIGNIFOR,0.65,02413299
CLARITHROMYCIN,APO-CLARITHROMYCIN XL,0.65,02413345
EFINACONAZOLE,JUBLIA,0.65,02413388
FLUOROURACIL,FLUOROURACIL INJECTION USP,0.65,02413450
TROLAMINE SALICYLATE,PAIN RELIEF CREAM EXTRA STRENGTH,0.65,02413442
MISOPROSTOL + DICLOFENAC SODIUM,PMS-DICLOFENAC-MISOPROSTOL,0.65,02413469
DICLOFENAC SODIUM + MISOPROSTOL,PMS-DICLOFENAC-MISOPROSTOL,0.65,02413477
TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN CR,0.65,02413612
BACLOFEN,BACLOFEN INJECTION,0.65,02413620
BENZOYL PEROXIDE,PROACTIV EMERGENCY BLEMISH RELIEF,0.65,02413655
TOLNAFTATE,FORMULA 3,0.65,02413760
VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE),TEVA-VALGANCICLOVIR,0.65,02413825
MELOXICAM,RHEUMOCAM INJECTION,0.65,02413868
CALCIUM CHLORIDE + DEXTROSE + SODIUM ACETATE + SODIUM CHLORIDE + CITRIC ACID + MAGNESIUM CHLORIDE + POTASSIUM CHLORIDE,HEMOSATE ULTRA HS1125,0.65,02413892
POTASSIUM CHLORIDE + MAGNESIUM CHLORIDE + DEXTROSE + CITRIC ACID + SODIUM CHLORIDE + SODIUM ACETATE + CALCIUM CHLORIDE,HEMOSATE ULTRA HS2125,0.65,02413906
CITRIC ACID + SODIUM ACETATE + DEXTROSE + CALCIUM CHLORIDE + SODIUM CHLORIDE + MAGNESIUM CHLORIDE + POTASSIUM CHLORIDE,HEMOSATE ULTRA HS3125,0.65,02413914
DEXTROSE + MAGNESIUM CHLORIDE + CITRIC ACID + CALCIUM CHLORIDE + SODIUM CHLORIDE + POTASSIUM CHLORIDE + SODIUM ACETATE,HEMOSATE ULTRA HS4125,0.65,02413922
VALSARTAN,AURO-VALSARTAN,0.65,02414201
ROMIDEPSIN,ISTODAX,0.65,02414295
BENZOYL PEROXIDE,DUAL INTENSIVE ACNE TREATMENT,0.65,02414309
BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,N'STAT 64,0.65,02414317
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE,BIOXY H,0.65,02414325
BENZOYL PEROXIDE,PROACTIV+ 3 PIECE SET,0.65,02414422
SILDENAFIL (SILDENAFIL CITRATE),AURO-SILDENAFIL,0.65,02414368
ZIDOVUDINE + LAMIVUDINE,AURO-LAMIVUDINE/ZIDOVUDINE,0.65,02414414
HOMOSALATE + OCTINOXATE + OXYBENZONE,MARY KAY CC CREAM,0.65,02414430
CONJUGATED ESTROGENS,PREMARIN,0.65,02414678
CALCIUM CHLORIDE + MAGNESIUM CHLORIDE + POTASSIUM CHLORIDE + ACETIC ACID + DEXTROSE,SELECTBAG ONE (AX 125 G),0.65,02414813
CALCIUM CHLORIDE + MAGNESIUM CHLORIDE + POTASSIUM CHLORIDE + ACETIC ACID + DEXTROSE,SELECTBAG ONE (AX 150 G),0.65,02414821
POTASSIUM CHLORIDE + CALCIUM CHLORIDE + DEXTROSE + MAGNESIUM CHLORIDE + ACETIC ACID,SELECTBAG ONE (AX 225 G),0.65,02414856
POTASSIUM CHLORIDE + DEXTROSE + ACETIC ACID + MAGNESIUM CHLORIDE + CALCIUM CHLORIDE,SELECTBAG ONE (AX 325 G),0.65,02414902
BENZALKONIUM CHLORIDE,COMET DISINFECTANT CLEANER NETTOYANT DÉSINFECTANT MULTI-SURFACE,0.65,02414910
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE,FIGHT BACK RTU,0.65,02414929
HYDROGEN PEROXIDE + PERACETIC ACID,"HEMAPEROXY LIQUID DISINFECTANT, USP",0.65,02414937
DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM),TIVICAY,0.65,02414945
THYMOL,BENEFECT BOTANICAL DECON 30 DISINFECTANT,0.65,02415046
OCTOCRYLENE + AVOBENZONE + OXYBENZONE + HOMOSALATE + OCTISALATE,M.A.C PREP + PRIME FACE PROTECT LOTION SPF 50,0.65,02415038
BENZALKONIUM CHLORIDE,COMET ALL PURPOSE DISINFECTANT DÉSINFECTANT TOUT USAGE,0.65,02415097
INSULIN BIOSYNTHETIC HUMAN BR,HUMULIN R (KWIKPEN),0.65,02415089
ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE),TARO-ZOLEDRONIC ACID CONCENTRATE,0.65,02415186
PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),AURO-PANTOPRAZOLE,0.65,02415208
MEROPENEM,"MEROPENEM FOR INJECTION, USP",0.65,02415216
MERCAPTOPURINE,MERCAPTOPURINE TABLETS USP,0.65,02415275
TIMOLOL (TIMOLOL MALEATE) + TRAVOPROST,APO-TRAVOPROST-TIMOP PQ,0.65,02415305
AVOBENZONE + OCTOCRYLENE + HOMOSALATE + OCTISALATE,SPF 30 FPS SUNSCREEN LOTION LOTION ÉCRAN SOLAIRE,0.65,02415321
ETHINYL ESTRADIOL + DROSPIRENONE,MYA,0.65,02415380
ACETIC ACID + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE + DEXTROSE + POTASSIUM CHLORIDE,SELECTBAG ONE (AX 250 G),0.65,02415461
ACETIC ACID + POTASSIUM CHLORIDE + DEXTROSE + CALCIUM CHLORIDE + MAGNESIUM CHLORIDE,SELECTBAG ONE (AX 450 G),0.65,02415488
CALCIUM CHLORIDE + MAGNESIUM CHLORIDE + ACETIC ACID + POTASSIUM CHLORIDE + DEXTROSE,SELECTBAG ONE (AX 2525 G),0.65,02415496
CALCIUM CHLORIDE + ACETIC ACID + MAGNESIUM CHLORIDE + POTASSIUM CHLORIDE + DEXTROSE,SELECTBAG ONE (AX 350 G),0.65,02415526
DIFLUPREDNATE,DUREZOL,0.65,02415534
AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),APO-AZITHROMYCIN Z,0.65,02415542
CLOPIDOGREL (CLOPIDOGREL BISULFATE),JAMP-CLOPIDOGREL,0.65,02415550
CITRIC ACID,GLISTEN DISHWASHER CLEANER,0.65,02415569
TAPENTADOL (TAPENTADOL HYDROCHLORIDE),NUCYNTA EXTENDED-RELEASE,0.65,02415577
IBUPROFEN,ADVIL ARTHRITIS PAIN,0.65,02415623
AFATINIB (AFATINIB DIMALEATE),GIOTRIF,0.65,02415666
MACITENTAN,OPSUMIT,0.65,02415690
HYDROGEN PEROXIDE,VAPROX 59 HYDROGEN PEROXIDE STERILANT,0.65,02415720
RIZATRIPTAN (RIZATRIPTAN BENZOATE),RIZATRIPTAN RDT,0.65,02415798
LEFLUNOMIDE,PRO-LEFLUNOMIDE,0.65,02415828
FROVATRIPTAN (FROVATRIPTAN SUCCINATE),TEVA-FROVATRIPTAN,0.65,02415844
LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE),PRO-LEVOFLOXACIN,0.65,02415879
AFLIBERCEPT,EYLEA,0.65,02415992
REPAGLINIDE,REPAGLINIDE,0.65,02415968
DEXTROMETHORPHAN HYDROBROMIDE + DIPHENHYDRAMINE HYDROCHLORIDE + ACETAMINOPHEN,"CHILDREN'S TYLENOL COMPLETE COLD, COUGH & FEVER NIGHTTIME",0.65,02416050
DUTASTERIDE,MED-DUTASTERIDE,0.65,02416298
NIFEDIPINE,PMS-NIFEDIPINE ER,0.65,02416301
CLOPIDOGREL (CLOPIDOGREL BISULFATE),AURO-CLOPIDOGREL,0.65,02416387
EZETIMIBE,PMS-EZETIMIBE,0.65,02416409
DONEPEZIL HYDROCHLORIDE (DONEPEZIL HYDROCHLORIDE MONOHYDRATE),PRO-DONEPEZIL,0.65,02416417
"CIPROFLOXACIN (CIPROFLOXACIN, CIPROFLOXACIN HYDROCHLORIDE)",PMS-CIPROFLOXACIN XL,0.65,02416433
HELIUM + OXYGEN,HELIOX 70/30,0.65,02416468
OMEPRAZOLE (OMEPRAZOLE MAGNESIUM),ACH-OMEPRAZOLE,0.65,02416549
PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),MAR-PANTOPRAZOLE,0.65,02416565
LAMIVUDINE + ABACAVIR (ABACAVIR SULFATE),TEVA-ABACAVIR/LAMIVUDINE,0.65,02416662
EZETIMIBE,SANDOZ EZETIMIBE,0.65,02416778
SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) + METFORMIN HYDROCHLORIDE,JANUMET XR,0.65,02416786
TACROLIMUS (TACROLIMUS MONOHYDRATE),SANDOZ TACROLIMUS,0.65,02416816
L-LACTIC ACID,WINDEX MULTI-SURFACE ANTIBACTERIAL DISINFECTANT 2,0.65,02416883
OXYBENZONE + OCTISALATE + HOMOSALATE + OCTOCRYLENE + AVOBENZONE,SUNSCREEN STICK SPF 50+,0.65,02416921
DONEPEZIL HYDROCHLORIDE,JAMP-DONEPEZIL TABLETS,0.65,02416948
OUTER MEMBRANE VESICLES (NEISSERIA MENINGITIDIS GROUP B NZ98/254 STRAIN) + RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NHBA FUSION PROTEIN + RECOMBINANT NEISSERIA MENINGITIDIS GROUP B FHBP FUSION PROTEIN + RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NADA PROTEIN,BEXSERO,0.65,02417030
EPTACOG ALFA (ACTIVATED),NIASTASE RT,0.65,02417103
LINACLOTIDE,CONSTELLA,0.65,02417162
ALOGLIPTIN (ALOGLIPTIN BENZOATE),NESINA,0.65,02417189
METFORMIN HYDROCHLORIDE + ALOGLIPTIN (ALOGLIPTIN BENZOATE),KAZANO,0.65,02417219
ALOGLIPTIN (ALOGLIPTIN BENZOATE) + METFORMIN HYDROCHLORIDE,KAZANO,0.65,02417227
OLANZAPINE,JAMP OLANZAPINE FC,0.65,02417243
QUETIAPINE (QUETIAPINE FUMARATE),QUETIAPINE XR,0.65,02417359
BISACODYL,BISACODYL TABLETS,0.65,02417413
PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),MINT-PANTOPRAZOLE,0.65,02417448
PREGABALIN,MAR-PREGABALIN,0.65,02417529
ETHINYL ESTRADIOL + NORETHINDRONE ACETATE,LOLO,0.65,02417456
GOLIMUMAB,SIMPONI I.V.,0.65,02417472
TRIAMCINOLONE ACETONIDE,NASACORT ALLERGY 24HR,0.65,02417510
SOLIFENACIN SUCCINATE,PMS-SOLIFENACIN,0.65,02417723
ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),NAT-ONDANSETRON,0.65,02417839
ANASTROZOLE,NAT-ANASTROZOLE,0.65,02417855
BENZALKONIUM CHLORIDE,LYSOL ADVANCED DISINFECTING WIPES,0.65,02417979
VITAMIN D3,VITAMINE D 10 000,0.65,02417995
CLOPROSTENOL (CLOPROSTENOL SODIUM),CLOPROSTENOL VEYX,0.65,02418037
TELMISARTAN,SEMINTRA 4 MG/ML ORAL SOLUTION,0.65,02418126
GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE) + INDACATEROL (INDACATEROL MALEATE),ULTIBRO BREEZHALER,0.65,02418282
STANDARDIZED TIMOTHY GRASS POLLEN,GRASTEK,0.65,02418304
ALEMTUZUMAB,LEMTRADA,0.65,02418320
WHITE PETROLATUM,DIABETICS' DRY SKIN RELIEF FOOT CREAM,0.65,02418347
SOFOSBUVIR,SOVALDI,0.65,02418355
RADIUM RA-223 DICHLORIDE,XOFIGO,0.65,02418398
UMECLIDINIUM (UMECLIDINIUM BROMIDE) + VILANTEROL (VILANTEROL TRIFENATATE),ANORO ELLIPTA,0.65,02418401
EFAVIRENZ,AURO-EFAVIRENZ,0.65,02418428
RASAGILINE (RASAGILINE MESYLATE),TEVA-RASAGILINE,0.65,02418436
CARVEDILOL,AURO-CARVEDILOL,0.65,02418495
FACTOR XIII,CORIFACT 250,0.65,02418738
FACTOR XIII,CORIFACT 1250,0.65,02418746
CELECOXIB,APO-CELECOXIB,0.65,02418932
IBUPROFEN + METHOCARBAMOL,MOTRIN PLATINUM MUSCLE & BODY,0.65,02418967
SALBUTAMOL (SALBUTAMOL SULFATE) + IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE),COMBIVENT RESPIMAT,0.65,02419106
HYDROCHLOROTHIAZIDE + TELMISARTAN,ACH-TELMISARTAN HCTZ,0.65,02419114
BOSUTINIB (BOSUTINIB MONOHYDRATE),BOSULIF,0.65,02419149
DIDECYL DIMETHYL AMMONIUM CHLORIDE,VESTA-SYDE SQ ST QUATERNARY AMMONIUM DISINFECTANT,0.65,02419289
CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),CLINACIN SOLUTION,0.65,02419459
INFLIXIMAB,REMDANTRY,0.65,02419475
TYLVALOSIN (TYLVALOSIN TARTRATE),AIVLOSIN 17%,0.65,02419491
LIDOCAINE HYDROCHLORIDE,LIDODAN 4% TOPICAL SOLUTION,0.65,02419505
ZOLMITRIPTAN,MINT-ZOLMITRIPTAN,0.65,02419521
EZETIMIBE,SPC-EZETIMIBE,0.65,02419548
AMLODIPINE (AMLODIPINE BESYLATE),ACH-AMLODIPINE,0.65,02419556
POMALIDOMIDE,POMALYST,0.65,02419580
DIPHENHYDRAMINE HYDROCHLORIDE,ZZZQUIL LIQUID,0.65,02419769
SALBUTAMOL (SALBUTAMOL SULFATE),SALBUTAMOL HFA,0.65,02419858
VARENICLINE (VARENICLINE TARTRATE),APO-VARENICLINE,0.65,02419882
CALCIUM HYPOCHLORITE,AQUAKLOR DISINFECTANT CLEANER,0.65,02419947
CELECOXIB,MAR-CELECOXIB,0.65,02420058
OLOPATADINE (OLOPATADINE HYDROCHLORIDE),SANDOZ OLOPATADINE 0.2%,0.65,02420171
OMEPRAZOLE (OMEPRAZOLE MAGNESIUM),JAMP-OMEPRAZOLE DR,0.65,02420198
MODAFINIL,TEVA-MODAFINIL,0.65,02420260
ACETYLSALICYLIC ACID,RIVASA 81 MG EC,0.65,02420279
LOMITAPIDE (LOMITAPIDE MESYLATE),JUXTAPID,0.65,02420341
RAMIPRIL,MAR-RAMIPRIL,0.65,02420465
DONEPEZIL HYDROCHLORIDE,DONEPEZIL,0.65,02420597
HAEMAGGLUTININ-STRAIN B + HAEMAGGLUTININ-STRAIN A (H3N2) + HAEMAGGLUTININ-STRAIN A (H1N1),FLUVIRAL,0.65,02420686
CANDESARTAN CILEXETIL + HYDROCHLOROTHIAZIDE,SANDOZ CANDESARTAN PLUS,0.65,02420732
ARIPIPRAZOLE,ABILIFY MAINTENA,0.65,02420864
DEXTROSE,DMVÉT DEXTROSE 50%,0.65,02420880
IODINE (POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX),TEAT SUPREME 110,0.65,02420899
DIPHENHYDRAMINE HYDROCHLORIDE + ACETAMINOPHEN + PHENYLEPHRINE HYDROCHLORIDE,EXTRA STRENGTH TOTAL SYMPTOM RELIEF SUGAR-FREE,0.65,02420937
DICLOFENAC SODIUM,TARO-DICLOFENAC,0.65,02420988
CANDESARTAN CILEXETIL + HYDROCHLOROTHIAZIDE,AURO-CANDESARTAN HCT,0.65,02421038
HYDROCHLOROTHIAZIDE + CANDESARTAN CILEXETIL,AURO-CANDESARTAN HCT,0.65,02421046
AVILAMYCIN,SURMAX PREMIX,0.65,02421062
TESTOSTERONE UNDECANOATE,TARO-TESTOSTERONE,0.65,02421186
BRIMONIDINE (BRIMONIDINE TARTRATE),ONRELTEA,0.65,02421208
OXYTETRACYCLINE HYDROCHLORIDE,TERRAMYCIN-AQUA,0.65,02421216
RAMIPRIL,MINT-RAMIPRIL,0.65,02421305
PAROXETINE (PAROXETINE HYDROCHLORIDE HEMIHYDRATE),MINT-PAROXETINE,0.65,02421372
PROGUANIL HYDROCHLORIDE + ATOVAQUONE,ATOVAQUONE PROGUANIL,0.65,02421429
